id,label,scenario,text,signals,difficulty,source,language,modality,_meta
seed_005_gen_03,fraud,relative_emergency,"Оператор: Здравствуйте, это служба безопасности банка. Ваш родственник попал в серьезную аварию и нуждается в срочной помощи. Клиент: Я ничего не знаю! Оператор: Пожалуйста, не переживайте, но ситуация очень опасная. Вы можете перевести деньги на эту карту? Клиент: Я не могу это сделать сейчас. Оператор: Пожалуйста, дайте мне код из СМС, чтобы я мог отменить перевод.",urgency;pressure;sms_code_request;secrecy,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_005_gen_03', 'brief_id': 'seed_005'}"
seed_005_gen_04,fraud,relative_emergency,"Оператор: Здравствуйте, это служба безопасности банка. Ваш родственник попал в серьезную аварию и нуждается в срочной помощи. Клиент: Я ничего не знаю! Оператор: Пожалуйста, не отвлекайтесь. Вы должны немедленно перевести деньги на эту карту для оплаты лечения. Клиент: Но у меня нет доступа к этому счету! Оператор: Это не проблема. Просто дайте мне номер карты и код из СМС, который вам придет. Клиент: Но это же мошенничество! Оператор: Нет, это очень важно. Пожалуйста, действуйте быстро.",urgency;pressure;sms_code_request;secrecy,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_005_gen_04', 'brief_id': 'seed_005'}"
seed_006_gen_01,fraud,fake_support_app_install,"Оператор: Добрый день, это техническая поддержка банка. Мы видим подозрительный вход в ваш личный кабинет. Клиент: Что мне делать? Оператор: Для защиты счёта срочно установите приложение удалённого доступа, я подключусь и помогу отменить операции. Клиент: Это безопасно? Оператор: Да, это стандартная процедура службы безопасности, без неё мы не сможем заблокировать мошенников.",remote_access_app;bank_impersonation;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_006_gen_01', 'brief_id': 'seed_006'}"
seed_006_gen_02,fraud,fake_support_app_install,"Оператор: Здравствуйте, это поддержка банка. На вашем телефоне замечена вредоносная активность. Клиент: Как это исправить? Оператор: Установите сервисное приложение и включите демонстрацию экрана, тогда я проверю устройство и защищу ваш счёт. Клиент: Я раньше такого не делал. Оператор: Не переживайте, я продиктую шаги, это официальный инструмент банка.",remote_access_app;bank_impersonation;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_006_gen_02', 'brief_id': 'seed_006'}"
seed_006_gen_03,fraud,fake_support_app_install,"Оператор: Добрый день, у нас есть проблема с вашим мобильным приложением. Пожалуйста, установите обновление и дайте нам доступ к вашему аккаунту для проверки.",remote_access_app;bank_impersonation;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_006_gen_03', 'brief_id': 'seed_006'}"
seed_006_gen_04,fraud,fake_support_app_install,"Оператор: Добрый день, это служба поддержки. Мы заметили несколько необычных действий на вашем аккаунте. Чтобы убедиться, что все в порядке, мы предлагаем установить специальное приложение. Клиент: Что за действия? Оператор: Не могу точно сказать, но для проверки нам нужно предоставить доступ к вашему устройству. Клиент: Хорошо, установлю.",remote_access_app;trust_building;bank_impersonation,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_006_gen_04', 'brief_id': 'seed_006'}"
seed_007_gen_01,fraud,government_service_impersonation,"Следователь: Здравствуйте, это служба безопасности Госуслуг. Ваш профиль подвергся взлому. Пожалуйста, подтвердите свою личность, набрав код из СМС.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_007_gen_01', 'brief_id': 'seed_007'}"
seed_007_gen_02,fraud,government_service_impersonation,"Следователь: Добрый день, это служба безопасности Госуслуг. У нас есть информация о попытке мошенничества с вашим аккаунтом. Пожалуйста, подтвердите свою личность, набрав код из СМС.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_007_gen_02', 'brief_id': 'seed_007'}"
seed_007_gen_03,fraud,government_service_impersonation,"Следователь: Добрый день, это служба безопасности Госуслуг. У нас есть информация о попытке мошенничества с вашим аккаунтом. Пожалуйста, подтвердите свою личность, набрав код из СМС.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_007_gen_03', 'brief_id': 'seed_007'}"
seed_007_gen_04,fraud,government_service_impersonation,"Следователь: Добрый день, это служба безопасности Госуслуг. У нас есть информация о попытке мошенничества с вашим профилем. Клиент: Я ничего не подписывал. Следователь: В таком случае, пожалуйста, предоставьте код из СМС, который мы вам отправили для подтверждения.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_007_gen_04', 'brief_id': 'seed_007'}"
seed_008_gen_01,fraud,investment_scam,"Клиент: Здравствуйте, я нашел отличную инвестиционную схему. Оператор: Привет! Да, конечно, расскажите мне подробнее. Клиент: Это очень выгодно, всего за несколько месяцев можно получить большой доход. Оператор: Отлично, давайте я вам всё объясню. Клиент: Вы можете попробовать вложить деньги прямо сейчас, у нас есть ограниченное предложение. Оператор: Хорошо, но мне нужно ваш номер карты для проведения операции.",pressure;urgency;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_008_gen_01', 'brief_id': 'seed_008'}"
seed_008_gen_02,fraud,investment_scam,"Клиент: Здравствуйте, я нашел отличную инвестиционную схему. Оператор: Конечно, расскажите мне подробнее. Клиент: Это очень быстрый доход, всего за несколько месяцев вы сможете получить огромную прибыль. Оператор: Отлично, давайте обсудим детали. Клиент: Вы получите 10% от всех сделок, которые мы проведем вместе. Оператор: Это звучит заманчиво. Но вам нужно будет предоставить свои личные данные.",pressure;urgency;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_008_gen_02', 'brief_id': 'seed_008'}"
seed_008_gen_03,fraud,investment_scam,"Клиент: Добрый день! Я нашел отличную инвестиционную схему. Вы можете заработать до 100% годовых! Оператор: Это действительно так. Но предложение ограничено в сроке 24 часа. Клиент: Как это работает? Оператор: Вы просто делаете депозит, и мы гарантируем вам высокую доходность. Клиент: Мне нужно что-то подтвердить? Оператор: Нет, просто сделайте перевод на наш счет. Клиент: Хорошо, я сейчас сделаю.",pressure;urgency;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_008_gen_03', 'brief_id': 'seed_008'}"
seed_008_gen_04,fraud,investment_scam,"Менеджер: Добрый день, у нас закрытая инвестиционная платформа с доходностью до 30 процентов в месяц. Клиент: Звучит слишком хорошо. Менеджер: Понимаю ваши сомнения, но окно входа закрывается сегодня, осталось два места. Клиент: И что нужно сделать? Менеджер: Прямо сейчас внесите первый депозит, тогда за вами закрепят счёт и персонального аналитика. Клиент: Мне нужно подумать. Менеджер: Если будете тянуть, место уйдёт другому инвестору.",pressure;urgency;trust_building,hard,synthetic_llm_generated,ru,text,"{'request_id': 'seed_008_gen_04', 'brief_id': 'seed_008'}"
seed_009_gen_01,suspicious,fake_delivery,"Клиент: Здравствуйте, я получил сообщение о доставке, но она так и не пришла. Оператор: Да, мы отправили вам сообщение с кодом для подтверждения. Пожалуйста, введите его, чтобы проверить статус доставки. Клиент: Хорошо, вот код из СМС.",sms_code_request;trust_building,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_009_gen_01', 'brief_id': 'seed_009'}"
seed_009_gen_02,suspicious,fake_delivery,"Клиент: Здравствуйте, я получил ваш заказ, но он поврежден. Оператор: Да, мы уже об этом сообщили. Клиент: А когда мне вернут деньги? Оператор: Мы отправим вам SMS с кодом для возврата средств. Клиент: Какой код? Оператор: Напишите в СМС-сервисе, который вы получили.",sms_code_request;trust_building,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_009_gen_02', 'brief_id': 'seed_009'}"
seed_009_gen_03,suspicious,fake_delivery,"Клиент: Здравствуйте, я получил сообщение о доставке, но она так и не пришла. Оператор: Простите за неудобства. Позвольте уточнить детали. Клиент: Мой адрес 123 Улица, квартира 401. Оператор: Хорошо, я проверю информацию. Клиент: А когда мне дадут код из СМС? Оператор: Мы отправили код на ваш номер. Пожалуйста, введите его, чтобы подтвердить получение товара. Клиент: Я не могу найти код в СМС. Оператор: Пожалуйста, внимательно проверьте входящие сообщения. Клиент: Ничего не нашел. Оператор: В таком случае, позвоните нам обратно, чтобы мы могли уточнить ситуацию.",sms_code_request;trust_building,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_009_gen_03', 'brief_id': 'seed_009'}"
seed_009_gen_04,suspicious,fake_delivery,"Клиент: Здравствуйте, это курьер? Оператор: Да, это наш курьер. Вы заказывали товар сегодня? Клиент: Да, заказывал. Оператор: Мы отправили ваш заказ, но он не дошёл. Клиент: Почему? Оператор: Возможно, у вас возникли технические проблемы. Клиент: Что мне делать? Оператор: Просто дайте нам код из СМС, чтобы мы могли проверить ситуацию.",sms_code_request;trust_building,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_009_gen_04', 'brief_id': 'seed_009'}"
seed_009_gen_05,suspicious,fake_delivery,"Курьер: Здравствуйте, у вас доставка, но адрес в заказе не полностью читается. Клиент: Я ничего сегодня не заказывал. Курьер: Возможно, подарок оформлен на ваш номер. Чтобы закрыть заявку, назовите код из СМС, который сейчас придёт. Клиент: А без этого нельзя? Курьер: Нет, иначе заказ останется в системе и курьер будет ждать оплату хранения.",sms_code_request;trust_building,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_009_gen_05', 'brief_id': 'seed_009'}"
seed_009_gen_06,suspicious,fake_delivery,"Клиент: Мне пришло сообщение о доставке, но я ничего не оформлял. Оператор: Возможно, заказ сделали на ваш номер по ошибке. Клиент: Что теперь делать? Оператор: Сейчас вам придёт код из СМС, продиктуйте его, и я отменю доставку в системе. Клиент: Это точно нужно? Оператор: Да, иначе заказ автоматически перейдёт в выдачу и будет числиться за вами.",sms_code_request;trust_building,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_009_gen_06', 'brief_id': 'seed_009'}"
seed_010_gen_01,suspicious,phone_number_extension,"Оператор: Здравствуйте, это служба поддержки вашего оператора. Ваш номер телефона продлевается. Клиент: Это не так. Оператор: Пожалуйста, подтвердите ваш номер, чтобы мы могли продолжить обслуживание.",urgency;sms_code_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_010_gen_01', 'brief_id': 'seed_010'}"
seed_010_gen_02,suspicious,phone_number_extension,"Оператор: Здравствуйте, срок обслуживания вашего номера заканчивается сегодня. Клиент: Странно, раньше такого не было. Оператор: Сейчас это новая процедура, для продления продиктуйте код из СМС, который поступит вам в течение минуты. Клиент: А если я не продиктую? Оператор: Тогда номер может быть временно заблокирован.",urgency;sms_code_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_010_gen_02', 'brief_id': 'seed_010'}"
seed_010_gen_03,suspicious,phone_number_extension,"Оператор: Здравствуйте, это служба поддержки вашего оператора. Ваш номер телефона продлевается автоматически. Хотели бы вы подтвердить это подтверждение?",urgency;sms_code_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_010_gen_03', 'brief_id': 'seed_010'}"
seed_010_gen_04,suspicious,phone_number_extension,"Оператор: Здравствуйте, это служба поддержки вашего оператора. Ваш номер телефона продлевается. Клиент: Это не так, я ничего не заказывал. Оператор: Пожалуйста, подтвердите свой номер, набрав код из СМС, который мы вам отправили.",urgency;sms_code_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_010_gen_04', 'brief_id': 'seed_010'}"
seed_010_gen_05,suspicious,phone_number_extension,"Оператор: Здравствуйте, это служба поддержки вашего оператора. Ваш номер телефона продлевается. Клиент: Почему? Оператор: Это стандартная процедура для поддержания работы вашего номера. Но если вы хотите прекратить этот процесс, вам нужно будет подтвердить свой номер, позвонив на указанный номер и следовать дальнейшим инструкциям.",urgency;sms_code_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_010_gen_05', 'brief_id': 'seed_010'}"
seed_011_gen_01,suspicious,voting_link_phishing,"Оператор: Здравствуйте, у нас есть интересная информация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой ссылке: [ссылка], чтобы принять участие.",phishing_link;urgency,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_011_gen_01', 'brief_id': 'seed_011'}"
seed_011_gen_02,suspicious,voting_link_phishing,"Оператор: Здравствуйте, у нас есть интересная информация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой ссылке: [ссылка]. Клиент: Это голосование? Оператор: Да, именно так. Вы можете проголосовать за один из предложенных вариантов. Клиент: Хорошо, спасибо.",phishing_link;urgency,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_011_gen_02', 'brief_id': 'seed_011'}"
seed_011_gen_03,suspicious,voting_link_phishing,"Оператор: Здравствуйте, у нас есть интересная информация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой ссылке: [ссылка]. Клиент: Это голосование? Оператор: Да, именно так. Ваши ответы помогут нам сделать опрос более полным.",phishing_link;urgency,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_011_gen_03', 'brief_id': 'seed_011'}"
seed_011_gen_04,suspicious,voting_link_phishing,"Оператор: Здравствуйте, у нас есть интересная информация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой ссылке: [ссылка]. Клиент: Это голосование? Оператор: Да, именно так. Вы можете быстро проголосовать и получить бонусы.",phishing_link;urgency,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_011_gen_04', 'brief_id': 'seed_011'}"
seed_011_gen_05,suspicious,voting_link_phishing,"Сообщение: Привет, проголосуй, пожалуйста, за племянницу в детском конкурсе, нам не хватает совсем чуть-чуть. Клиент: Это точно ты отправила? Сообщение: Да, конечно, только поторопись, голосование закрывается через десять минут. Клиент: Пришли ссылку. Сообщение: Вот ссылка, там нужно просто быстро зайти и нажать кнопку.",phishing_link;urgency,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_011_gen_05', 'brief_id': 'seed_011'}"
seed_012_gen_01,suspicious,marketplace_refund,"Администратор: Добрый день! Мы отправили вам письмо с инструкциями по возврату средств. Пожалуйста, следуйте этим шагам. Клиент: Я уже всё сделал, всё прошло успешно. Администратор: Хорошо, но убедитесь, что вы правильно ввели ссылку из письма. Клиент: Да, я проверил. Администратор: Отлично, тогда всё в порядке. Клиент: Спасибо за помощь!",phishing_link;card_data_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_012_gen_01', 'brief_id': 'seed_012'}"
seed_012_gen_02,suspicious,marketplace_refund,"Администратор: Добрый день, у нас есть информация о том, что вы можете получить компенсацию за некачественный товар. Пожалуйста, заполните форму ниже для оформления возврата.",phishing_link;card_data_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_012_gen_02', 'brief_id': 'seed_012'}"
seed_012_gen_03,suspicious,marketplace_refund,"Клиент: Здравствуйте, я хочу вернуть деньги за покупку. Оператор: Конечно, я отправлю вам ссылку на форму обратной связи. Клиент: Хорошо, но не могли бы вы подтвердить, что это действительно ваша покупка? Оператор: Да, конечно, просто заполните форму и отправьте её нам.",phishing_link;card_data_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_012_gen_03', 'brief_id': 'seed_012'}"
seed_012_gen_04,suspicious,marketplace_refund,"Администратор: Добрый день! Мы видим, что вы хотите вернуть деньги за покупку на нашем магазине. Пожалуйста, отправьте нам ссылку на платеж, который вы хотите аннулировать.",phishing_link;card_data_request,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_012_gen_04', 'brief_id': 'seed_012'}"
seed_013_gen_01,safe,family_logistics,"Папа: Во сколько ты сегодня вернёшься домой? Дочь: Думаю, к восьми, после тренировки. Папа: Хорошо, тогда ужинать будем вместе. Дочь: Отлично, если задержусь, я напишу.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_01', 'brief_id': 'seed_013'}"
seed_013_gen_02,safe,family_logistics,"Мама: Ты сегодня успеешь забрать сестру после кружка? Сын: Да, буду у школы к шести. Мама: Отлично, тогда я пока заеду в магазин. Сын: Хорошо, как заберу, сразу тебе напишу.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_02', 'brief_id': 'seed_013'}"
seed_013_gen_03,safe,family_logistics,"Сестра: Ты сможешь заехать к бабушке после работы? Брат: Да, заеду около семи и отвезу ей лекарства. Сестра: Спасибо, я тогда предупрежу её заранее. Брат: Хорошо, потом напишу, что всё передал.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_03', 'brief_id': 'seed_013'}"
seed_013_gen_04,safe,family_logistics,"Мама: Не забудь купить хлеб и молоко по дороге домой. Сын: Хорошо, зайду в магазин после пары. Мама: Если будут яйца, тоже возьми десяток. Сын: Понял, всё куплю и занесу домой к вечеру.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_04', 'brief_id': 'seed_013'}"
seed_013_gen_05,safe,family_logistics,"Жена: Во сколько завтра выезжаем к родителям? Муж: Давай в десять утра, чтобы к обеду уже быть у них. Жена: Хорошо, я тогда с вечера соберу вещи. Муж: Отлично, а я заправлю машину сегодня после работы.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_05', 'brief_id': 'seed_013'}"
seed_013_gen_06,safe,family_logistics,"Брат: Я уже приехал на вокзал, поезд будет через двадцать минут. Сестра: Отлично, я выхожу из дома и буду у первого вагона. Брат: Хорошо, если что изменится, сразу позвоню. Сестра: Договорились, до встречи.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_06', 'brief_id': 'seed_013'}"
seed_013_gen_07,safe,family_logistics,"Мама: Я задержусь на работе, сможешь покормить кота и полить цветы? Дочь: Да, конечно, я уже дома. Мама: Спасибо, корм в шкафу на кухне. Дочь: Хорошо, всё сделаю до твоего прихода.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_07', 'brief_id': 'seed_013'}"
