audio_id,source_id,label,scenario,difficulty,text,signals,segment_count,segments,audio_output_path,wav_output_path,asr_transcript_path,manual_transcript_path,notes
syn_audio_seed_014_gen_01,seed_014_gen_01,safe,doctor_appointment,easy,"Администратор: Добрый день, это регистратура клиники. Можем записать вас на прием к врачу сегодня. Пожалуйста, укажите дату и время.",[],1,"[{""segment_id"": ""syn_audio_seed_014_gen_01_seg_01"", ""speaker"": ""Администратор"", ""text"": ""Добрый день, это регистратура клиники. Можем записать вас на прием к врачу сегодня. Пожалуйста, укажите дату и время."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_014_gen_01_seg_01.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_014_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_014_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_014_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_014_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_014_gen_02,seed_014_gen_02,safe,doctor_appointment,easy,"Администратор: Добрый день, это администратор клиники. Вы записаны на прием к врачу сегодня в 14:30. Клиент: Здравствуйте, я всё понял. Администратор: Спасибо за понимание. Если у вас возникнут вопросы, обращайтесь. Клиент: Да, спасибо.",[],5,"[{""segment_id"": ""syn_audio_seed_014_gen_02_seg_01"", ""speaker"": ""Администратор"", ""text"": ""Добрый день, это администратор клиники."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_014_gen_02_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_014_gen_02_seg_02"", ""speaker"": ""Вы записаны на прием к врачу сегодня в 14"", ""text"": ""30."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_014_gen_02_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_014_gen_02_seg_03"", ""speaker"": ""Клиент"", ""text"": ""Здравствуйте, я всё понял."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_014_gen_02_seg_03.mp3""}, {""segment_id"": ""syn_audio_seed_014_gen_02_seg_04"", ""speaker"": ""Администратор"", ""text"": ""Спасибо за понимание. Если у вас возникнут вопросы, обращайтесь."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_014_gen_02_seg_04.mp3""}, {""segment_id"": ""syn_audio_seed_014_gen_02_seg_05"", ""speaker"": ""Клиент"", ""text"": ""Да, спасибо."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_014_gen_02_seg_05.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_014_gen_02.mp3,data/06_audio/synthetic/audio/syn_audio_seed_014_gen_02.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_014_gen_02.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_014_gen_02.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_013_gen_01,seed_013_gen_01,safe,family_logistics,easy,"Папа: Во сколько ты сегодня вернёшься домой? Дочь: Думаю, к восьми, после тренировки. Папа: Хорошо, тогда ужинать будем вместе. Дочь: Отлично, если задержусь, я напишу.",[],4,"[{""segment_id"": ""syn_audio_seed_013_gen_01_seg_01"", ""speaker"": ""Папа"", ""text"": ""Во сколько ты сегодня вернёшься домой?"", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_01_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_013_gen_01_seg_02"", ""speaker"": ""Дочь"", ""text"": ""Думаю, к восьми, после тренировки."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_01_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_013_gen_01_seg_03"", ""speaker"": ""Папа"", ""text"": ""Хорошо, тогда ужинать будем вместе."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_01_seg_03.mp3""}, {""segment_id"": ""syn_audio_seed_013_gen_01_seg_04"", ""speaker"": ""Дочь"", ""text"": ""Отлично, если задержусь, я напишу."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_01_seg_04.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_013_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_013_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_013_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_013_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_013_gen_02,seed_013_gen_02,safe,family_logistics,easy,"Мама: Ты сегодня успеешь забрать сестру после кружка? Сын: Да, буду у школы к шести. Мама: Отлично, тогда я пока заеду в магазин. Сын: Хорошо, как заберу, сразу тебе напишу.",[],4,"[{""segment_id"": ""syn_audio_seed_013_gen_02_seg_01"", ""speaker"": ""Мама"", ""text"": ""Ты сегодня успеешь забрать сестру после кружка?"", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_02_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_013_gen_02_seg_02"", ""speaker"": ""Сын"", ""text"": ""Да, буду у школы к шести."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_02_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_013_gen_02_seg_03"", ""speaker"": ""Мама"", ""text"": ""Отлично, тогда я пока заеду в магазин."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_02_seg_03.mp3""}, {""segment_id"": ""syn_audio_seed_013_gen_02_seg_04"", ""speaker"": ""Сын"", ""text"": ""Хорошо, как заберу, сразу тебе напишу."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_013_gen_02_seg_04.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_013_gen_02.mp3,data/06_audio/synthetic/audio/syn_audio_seed_013_gen_02.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_013_gen_02.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_013_gen_02.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_016_gen_01,seed_016_gen_01,safe,it_support_internal,medium,"Администратор поддержки: Здравствуйте, это служба поддержки компании. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор поддержки: Конечно, расскажите мне подробнее, пожалуйста. Пользователь: Программа зависает и не открывается. Администратор поддержки: Хорошо, давайте попробуем разобраться с этим. Пользователь: Спасибо.",[],6,"[{""segment_id"": ""syn_audio_seed_016_gen_01_seg_01"", ""speaker"": ""Администратор поддержки"", ""text"": ""Здравствуйте, это служба поддержки компании. Как я могу вам помочь сегодня?"", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_01_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_01_seg_02"", ""speaker"": ""Пользователь"", ""text"": ""Привет, у меня возникла проблема с программой."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_01_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_01_seg_03"", ""speaker"": ""Администратор поддержки"", ""text"": ""Конечно, расскажите мне подробнее, пожалуйста."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_01_seg_03.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_01_seg_04"", ""speaker"": ""Пользователь"", ""text"": ""Программа зависает и не открывается."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_01_seg_04.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_01_seg_05"", ""speaker"": ""Администратор поддержки"", ""text"": ""Хорошо, давайте попробуем разобраться с этим."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_01_seg_05.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_01_seg_06"", ""speaker"": ""Пользователь"", ""text"": ""Спасибо."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_01_seg_06.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_016_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_016_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_016_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_016_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_016_gen_02,seed_016_gen_02,safe,it_support_internal,medium,"Администратор: Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор: Конечно, расскажите, пожалуйста, подробнее. Пользователь: Программа не запускается, постоянно выдает ошибку. Администратор: Хорошо, давайте попробуем решить эту проблему. Пользователь: Спасибо.",[],6,"[{""segment_id"": ""syn_audio_seed_016_gen_02_seg_01"", ""speaker"": ""Администратор"", ""text"": ""Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня?"", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_02_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_02_seg_02"", ""speaker"": ""Пользователь"", ""text"": ""Привет, у меня возникла проблема с программой."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_02_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_02_seg_03"", ""speaker"": ""Администратор"", ""text"": ""Конечно, расскажите, пожалуйста, подробнее."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_02_seg_03.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_02_seg_04"", ""speaker"": ""Пользователь"", ""text"": ""Программа не запускается, постоянно выдает ошибку."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_02_seg_04.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_02_seg_05"", ""speaker"": ""Администратор"", ""text"": ""Хорошо, давайте попробуем решить эту проблему."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_02_seg_05.mp3""}, {""segment_id"": ""syn_audio_seed_016_gen_02_seg_06"", ""speaker"": ""Пользователь"", ""text"": ""Спасибо."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_016_gen_02_seg_06.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_016_gen_02.mp3,data/06_audio/synthetic/audio/syn_audio_seed_016_gen_02.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_016_gen_02.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_016_gen_02.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_009_gen_01,seed_009_gen_01,suspicious,fake_delivery,medium,"Клиент: Здравствуйте, я получил сообщение о доставке, но она так и не пришла. Оператор: Да, мы отправили вам сообщение с кодом для подтверждения. Пожалуйста, введите его, чтобы проверить статус доставки. Клиент: Хорошо, вот код из СМС.","[""sms_code_request"", ""trust_building""]",3,"[{""segment_id"": ""syn_audio_seed_009_gen_01_seg_01"", ""speaker"": ""Клиент"", ""text"": ""Здравствуйте, я получил сообщение о доставке, но она так и не пришла."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_009_gen_01_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_009_gen_01_seg_02"", ""speaker"": ""Оператор"", ""text"": ""Да, мы отправили вам сообщение с кодом для подтверждения. Пожалуйста, введите его, чтобы проверить статус доставки."", ""voice"": ""ru-RU-DmitryNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_009_gen_01_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_009_gen_01_seg_03"", ""speaker"": ""Клиент"", ""text"": ""Хорошо, вот код из СМС."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_009_gen_01_seg_03.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_009_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_009_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_009_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_009_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_012_gen_01,seed_012_gen_01,suspicious,marketplace_refund,medium,"Администратор: Добрый день! Мы отправили вам письмо с инструкциями по возврату средств. Пожалуйста, следуйте этим шагам. Клиент: Я уже всё сделал, всё прошло успешно. Администратор: Хорошо, но убедитесь, что вы правильно ввели ссылку из письма. Клиент: Да, я проверил. Администратор: Отлично, тогда всё в порядке. Клиент: Спасибо за помощь!","[""phishing_link"", ""card_data_request""]",6,"[{""segment_id"": ""syn_audio_seed_012_gen_01_seg_01"", ""speaker"": ""Администратор"", ""text"": ""Добрый день! Мы отправили вам письмо с инструкциями по возврату средств. Пожалуйста, следуйте этим шагам."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_012_gen_01_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_012_gen_01_seg_02"", ""speaker"": ""Клиент"", ""text"": ""Я уже всё сделал, всё прошло успешно."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_012_gen_01_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_012_gen_01_seg_03"", ""speaker"": ""Администратор"", ""text"": ""Хорошо, но убедитесь, что вы правильно ввели ссылку из письма."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_012_gen_01_seg_03.mp3""}, {""segment_id"": ""syn_audio_seed_012_gen_01_seg_04"", ""speaker"": ""Клиент"", ""text"": ""Да, я проверил."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_012_gen_01_seg_04.mp3""}, {""segment_id"": ""syn_audio_seed_012_gen_01_seg_05"", ""speaker"": ""Администратор"", ""text"": ""Отлично, тогда всё в порядке."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_012_gen_01_seg_05.mp3""}, {""segment_id"": ""syn_audio_seed_012_gen_01_seg_06"", ""speaker"": ""Клиент"", ""text"": ""Спасибо за помощь!"", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_012_gen_01_seg_06.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_012_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_012_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_012_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_012_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_010_gen_01,seed_010_gen_01,suspicious,phone_number_extension,medium,"Оператор: Здравствуйте, это служба поддержки вашего оператора. Ваш номер телефона продлевается. Клиент: Это не так. Оператор: Пожалуйста, подтвердите ваш номер, чтобы мы могли продолжить обслуживание.","[""urgency"", ""sms_code_request""]",3,"[{""segment_id"": ""syn_audio_seed_010_gen_01_seg_01"", ""speaker"": ""Оператор"", ""text"": ""Здравствуйте, это служба поддержки вашего оператора. Ваш номер телефона продлевается."", ""voice"": ""ru-RU-DmitryNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_010_gen_01_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_010_gen_01_seg_02"", ""speaker"": ""Клиент"", ""text"": ""Это не так."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_010_gen_01_seg_02.mp3""}, {""segment_id"": ""syn_audio_seed_010_gen_01_seg_03"", ""speaker"": ""Оператор"", ""text"": ""Пожалуйста, подтвердите ваш номер, чтобы мы могли продолжить обслуживание."", ""voice"": ""ru-RU-DmitryNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_010_gen_01_seg_03.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_010_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_010_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_010_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_010_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
syn_audio_seed_011_gen_01,seed_011_gen_01,suspicious,voting_link_phishing,easy,"Оператор: Здравствуйте, у нас есть интересная информация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой ссылке: [ссылка], чтобы принять участие.","[""phishing_link"", ""urgency""]",2,"[{""segment_id"": ""syn_audio_seed_011_gen_01_seg_01"", ""speaker"": ""Оператор"", ""text"": ""Здравствуйте, у нас есть интересная информация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста,"", ""voice"": ""ru-RU-DmitryNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_011_gen_01_seg_01.mp3""}, {""segment_id"": ""syn_audio_seed_011_gen_01_seg_02"", ""speaker"": ""перейдите по этой ссылке"", ""text"": ""[ссылка], чтобы принять участие."", ""voice"": ""ru-RU-SvetlanaNeural"", ""segment_audio_path"": ""data/06_audio/synthetic/segments/syn_audio_seed_011_gen_01_seg_02.mp3""}]",data/06_audio/synthetic/audio/syn_audio_seed_011_gen_01.mp3,data/06_audio/synthetic/audio/syn_audio_seed_011_gen_01.wav,data/06_audio/synthetic/transcripts/asr/syn_audio_seed_011_gen_01.txt,data/06_audio/synthetic/transcripts/manual/syn_audio_seed_011_gen_01.txt,Synthetic TTS example for audio -> ASR -> LLM experiment.
